Date,Pros,Cons,Advice to Management,Rating,Employement_status,Designation,Location,Work_Life_Bal,Culture_Values,Career_Opportunity,Compensation_Benefits,Senior Management
07-Feb-20,"friendly environment, good infrastructure,no stress","no satisfying hike, no increament",,5,Current Employee,Senior Systems Executive,Bangalore,4,4,5,4,4
07-Feb-20,it's good company to work with. you will get lots of opportunities to learn things,hike is less . Favourism is also there sometimes.,,5,Former Employee,Associate,Pune,5,4,5,4,4
08-Feb-20,Its good company with good culture,Have to work hard. No OT will be paid.,,5,Current Employee,Senior Process Executive,Hyderābād,4,4,4,4,4
08-Feb-20,Team work and resource friendly,Not much increments from past 2 years,,5,Current Employee,Senior Associate,Chennai,5,5,5,5,5
03-Feb-20,Good job for fresher and new things to learn,Nothing much. Good company to start,,5,Current Employee,Anonymous Employee,,,,,,
07-Feb-20,Good environment to work,Poor hike and incentive,,4,Current Employee,Program Analyst,Coimbatore South,2,4,5,3,5
07-Feb-20,Good support from colleagues,opportunities for onsite travelling are less.,Nothing.,4,Former Employee,Abinitio Developer,,4,4,4,4,3
07-Feb-20,Overall a good place to learn.All depends on the project you are in and your zeal to learn new things,Work life balance is not so good,,4,Current Employee,Anonymous Employee,,,,,,
07-Feb-20,best place to work .,peoples are not much interactive.,,4,Current Employee,Automation Tester,,3,3,4,3,2
08-Feb-20,professional company with processes in place,right now in flux due to leadership changes,,4,Current Employee,Associate Director,Mumbai,3,3,4,2,3
08-Feb-20,"Ample number of Projects, Shift Cab, Lot of technologies to learn","Most are support Projects, fewer scope for development",,4,Current Employee,Programmer Analyst,,4,5,4,4,3
08-Feb-20,"Got a great project, part of a great team","Appraisal process is too complicated, and they rate based on current situation of the employee",,4,Current Employee,Senior Associate,Chennai,4,4,4,3,2
21-Feb-20,"1. For ui they have some good project.
2. Not much pressure",1. Food is not good,,3,Current Employee,Associate,,3,3,3,3,3
22-Feb-20,Focussed on results and good work conditions,You cant progress unless you are in the right network,,3,Former Employee,Software Engineer,Chennai,3,2,3,3,2
06-Feb-20,Great experience to work. Especially working with the leaders and managers has been a blessing for me. Very good culture and work life balance,Every company has its share of downs. None to be mentioned specifically,None,5,Former Employee,Anonymous Employee,,5,5,5,4,4
14-Mar-20,No pros for the company,"You must talk with your manager and satisfy them. Managers are mindless people in Cognizant and there behavior is like mad monkey. THey are taking the advantage of there position. I think you can understand the term "" ""managers are taking advantage of the position""",,1,Current Employee,Anonymous Employee,Hyderābād,1,2,1,1,1
06-Feb-20,"Empowerment and accountability, Trust and strong culture",Inability to implement strategy is a negative,,4,Current Employee,Assistant Vice President,Chennai,3,5,4,3,4
06-Feb-20,Good work life balance depend on projects you get,As such I didn't find any,,4,Current Employee,Anonymous Employee,,,,,,
06-Feb-20,None to mention as of now,There are no cons for the time being,,4,Current Employee,Management Consulting Manager,Chennai,5,5,3,2,5
06-Feb-20,"As a fresher the training was extremely helpful.
Got desired posting location wise.
Continuous training and up skill exams are given.",The rating system depends a lot on the e-learnings and other activities that you are involved in apart from just work.,,4,Former Employee,Associate,,3,4,4,3,3
06-Feb-20,Wide range of opportunity and Flexibility,Perks and Benefits is not as good as early and mid 2000's,,4,Former Employee,Test Manager,Chennai,3,4,4,3,4
07-Feb-20,"Competitve environment, good work is often appreciated and acknowledged","poor/no OEM relationship, Organizational structure changes every year",,4,Current Employee,Senior Manager,,2,4,3,4,3
07-Feb-20,Good Infrastructure Good Management Relaxed work Culture Good Annual Hike,Tough to get promotion and onsite opportunity,,4,Former Employee,Associate,Chennai,4,4,4,4,4
07-Feb-20,You have great opportunities to study new technology and work in big projects as a developer.,But you can't get the real business work till 1 year. you have to wait and listen to the process.,,4,Current Employee,PAT,Chennai,4,3,4,2,4
07-Feb-20,You will get Employee satisfaction here. Learnt many things here.,Nothing to share. Every thing was great,,4,Former Employee,Associate,,4,4,4,4,4
07-Feb-20,"Good work life balance
Nice place to work",Nothing to specify as cons,,4,Current Employee,Associate,,4,3,2,3,3
07-Feb-20,Flexible timings and good work place.,Annual hikes are less and bad rating concept for increasing salaries,,4,Current Employee,Anonymous Employee,,3,3,3,3,3
20-Feb-20,Good place to work and you may can expect onsite,You can't get promotion easily...,,3,Former Employee,Package Solution Consultant SAP SCM SD,,4,3,3,3,3
20-Feb-20,"Good management, lots of growth opportunities",Terrible red-tape to get even a minor S/W update,,3,Current Employee,Senior Software Engineer,Cochin,3,4,3,4,3
21-Feb-20,Cognizant Culture Learning Move to desired Technology,nothing much to specify as cons,,3,Former Employee,Programmer/Analyst,Chennai,3,4,3,4,3
05-Feb-20,Good company to learn and grow your skills,Manager politics for on-site and promotion,,5,Former Employee,Associate Project Engineer,Bangalore,,,,,
05-Feb-20,Best company to gain knowledge,no cons about the company,,5,Current Employee,Software Engineer,,,,,,
06-Feb-20,We will have a better opportunity to change career.,Moving ppl to bench or PDP,,5,Current Employee,OE Analyst,Bangalore,5,5,5,5,3
13-Mar-20,dont join only benefit is salary,please dont join no career growth and cannot able to learn advanced technologiews,,1,Current Employee,Data Analyst,Bangalore,2,2,1,1,1
13-Mar-20,Good work balance for fresher's,Manager behave like they are CEO for company they are playing with resource lifes for practice change.Wrost manager's.,,1,Former Employee,Associate Project Engineer,Hyderābād,3,4,3,1,1
20-Feb-20,nothing to say here not happy,"micro monitoring , internal politics , prior to local people",,2,Current Employee,Infra Tech Specialist,Chennai,2,1,3,2,1
20-Feb-20,Range of domains to work.,"Extreme Micro-management and strong hierarchical structure, slow climb up the ladder of promotions",,2,Current Employee,Senior UI-UX Designer,Chennai,1,2,2,2,1
05-Feb-20,Best company to join as fresher,No cons of this company,,4,Current Employee,Associate,,4,3,4,3,4
05-Feb-20,"Good support by the team, New technologies",There are no cons in this organization,,4,Current Employee,Anonymous Employee,,4,4,4,4,4
05-Feb-20,Will give you nice exposure.,No cons experienced by me.,,4,Former Employee,Programmer Analyst,Bangalore,3,4,4,4,4
05-Feb-20,"A very good company who join as a fresher, growth, skill development is extraordinary, you can learn whatever you want. Company culture is awesome and friendly managers and seniors",work-life balance some times we to stretch timings,,4,Current Employee,Programmer Analyst,Chennai,3,4,4,3,4
05-Feb-20,"Culture is good
Absolutely flexible to work
Empowered to take decisions
Employee friendly",Work life balance is questionable and again depends o the project,,4,Former Employee,Delivery Manager,Chennai,2,4,5,4,4
05-Feb-20,"Comfortable work environment.
Lot of options to explore","Depends on the project. 
Comparatively slower growth",,4,Current Employee,Anonymous Employee,,,,,,
05-Feb-20,"Good learning opportunities
Ethics and good policy",Less exposure to leaders and higher management.,,4,Former Employee,Consultant,North Twenty Four Parganas,4,4,4,2,3
05-Feb-20,Good policy and good work life balance,9 hrs work time maintain even if you have no work,,4,Current Employee,Associate Consultant,Calcutta,4,3,4,4,3
05-Feb-20,Good policy and good work life balance,9 hrs work time maintain even if you have no work,,4,Current Employee,Associate Consultant,Calcutta,4,3,4,4,3
06-Feb-20,Ask at the time of interview,No hike from last two year,,4,Current Employee,Architect,Noida,5,3,5,3,3
19-Feb-20,Good Exposure to Management techniques and learning opportunities in various technologies,"For last 2 years the company growth has come down and CEO has changes. The policies are becoming more cumbersome, illogical and unfriendly to employees",Treat employees as your main asset,3,Current Employee,Service Delivery Manager,Hyderābād,4,4,3,3,3
19-Feb-20,Our project has work from home flexibility,"Poor top management ,trutime, inactive HR",,3,Current Employee,Associate,Calcutta,4,3,3,3,3
19-Feb-20,"No Bond.
Training is not difficult.
Facilities.
Developmental Projects","Initial Pay is Low.
Slow Growth.",,3,Former Employee,Programmer Analyst Trainee,Chennai,3,3,4,2,3
19-Feb-20,The yearly incentive is minimum of 100% for top rating,"Micromanagement, lots of politics, undeserving managers who doesn't have management skills due to which employees tend to quit",,3,Current Employee,Senior Associate,Bangalore,3,3,3,4,1
19-Feb-20,Employee friendly. Cab both way.,Pay is less than earlier it was,,3,Current Employee,Senior Systems Engineer,Bangalore,3,3,3,3,4
20-Feb-20,higher officials get decent pay,Freshers are under utilised and under paid,,3,Current Employee,SPE,,4,2,3,1,3
20-Feb-20,Nothing much to say about cons,low salary &amp; no growth is the main drawback,,3,Current Employee,Associate,Chennai,2,,,,
04-Feb-20,Good work life Balance and learning opportunities,Need to improve on salary part,,5,Current Employee,Communications Tech,Chennai,4,,,,
04-Feb-20,Great place to learn new technologies,very much average salary.. not upto market,,5,Current Employee,Anonymous Employee,,,,,,
04-Feb-20,"Good opportunity.
Good work life balance.",No cons as per my experience,,5,Former Employee,Anonymous Employee,,,,,,
04-Feb-20,Great work culture Lots of opportunities,Choice Of team is not that good,,5,Current Employee,Associate,,5,5,5,5,4
04-Feb-20,CTS provided a great environment to grow myself technically,No cons about the organisation,Great going CTS,5,Former Employee,Technical Leader,Coimbatore,5,5,5,5,5
11-Mar-20,If u dont want any good hike then you can continue on it,"Manager Politics, Region politics also , manager will never see your hard work and dont have a option to prove yourself.","Please provide quarter ratings and calculate average on it and Provide a feedback for associate about their manager , so that manager cannot give false rating.

My manager spoiled my career in cognizant, if you hard work also he manipulate the emails and and he will blame like you havent done any work , he will also create fake emails.

Management need to be improved.",1,Current Employee,Programmer Analyst,Hyderābād,1,3,1,1,1
19-Feb-20,Job Security. apart from that i don't see much,Full of Politics in all ways,,2,Former Employee,Programmer Analyst,Chennai,2,2,3,3,1
19-Feb-20,"* light work and mostly repetitive and doesn't require much brain work
* More time to enjoy and work sideways on your hobby","* No / negative career growth
* Not for hardworking or talented people","* Give more opportunities to deserving PAT and PA level employees. 
* Put PAT employees on the right domain based on skill and academic background",2,Current Employee,Programmer Analyst,Calcutta,2,3,1,1,2
